instrument,feature_name,horizon,sample_count,pearson_r,raw_p_value,fdr_adjusted_p_value,is_fdr_significant,train_ic,val_ic,oos_ic,oos_net_expectancy,classification
EURUSD,micro_spread_expansion,1M,499,0.2021,0.00299,0.26312,False,0.2457,0.1358,-0.0434,-0.0003,B = Promising but insufficient evidence
EURUSD,session_is_london_open,5M,499,0.0176,0.72898,0.97083,False,-0.0491,0.2339,0.0434,-0.0003,B = Promising but insufficient evidence
XAUUSD,micro_tick_intensity,30M,499,0.0693,0.20131,0.93238,False,0.1074,-0.03,0.0417,-0.00024,B = Promising but insufficient evidence
GBPUSD,cross_momentum_divergence,1M,499,0.0188,0.71224,0.97083,False,-0.0008,0.0918,0.0415,-0.0003,B = Promising but insufficient evidence
NAS100,session_is_overlap,15M,499,-0.0743,0.17437,0.93117,False,-0.0736,-0.2119,0.0415,-0.00026,B = Promising but insufficient evidence
EURUSD,micro_price_impact,5M,499,-0.0243,0.63465,0.97083,False,-0.017,-0.0594,0.0398,-0.0003,B = Promising but insufficient evidence
GBPUSD,micro_price_impact,1H,499,0.0643,0.23179,0.93962,False,0.0918,0.0827,-0.0397,-0.00028,B = Promising but insufficient evidence
NAS100,micro_price_impact,1M,499,0.0308,0.54873,0.97083,False,0.1014,-0.1168,0.0388,-0.00029,B = Promising but insufficient evidence
GBPUSD,cross_momentum_divergence,30M,499,0.0292,0.56926,0.97083,False,-0.0055,0.1777,0.0382,-0.00029,B = Promising but insufficient evidence
GBPUSD,session_is_ny_open,1M,499,-0.0354,0.49318,0.97083,False,-0.0593,0.0713,-0.0376,-0.0003,B = Promising but insufficient evidence
GBPUSD,micro_spread_expansion,15M,499,0.0454,0.38488,0.97083,False,0.1129,-0.0845,-0.0372,-0.00029,B = Promising but insufficient evidence
GBPUSD,micro_spread_expansion,1H,499,-0.0376,0.46841,0.97083,False,-0.0007,-0.1607,-0.0361,-0.00029,B = Promising but insufficient evidence
GBPUSD,micro_price_impact,4H,499,0.0332,0.5194,0.97083,False,0.0635,-0.0121,0.0359,-0.00027,B = Promising but insufficient evidence
EURUSD,cross_asset_correlation,1M,499,0.0999,0.08089,0.93117,False,0.1257,0.091,0.0348,-0.0003,B = Promising but insufficient evidence
GBPUSD,micro_tick_accel,4H,499,0.0571,0.28323,0.97083,False,0.0338,0.132,0.0345,-0.00027,B = Promising but insufficient evidence
GBPUSD,session_is_london_open,30M,499,0.0171,0.73715,0.97083,False,0.0679,-0.1102,-0.0345,-0.00029,B = Promising but insufficient evidence
XAUUSD,micro_spread_expansion,30M,499,0.0397,0.44406,0.97083,False,0.0802,-0.0738,0.0342,-0.00025,B = Promising but insufficient evidence
GBPUSD,cross_momentum_divergence,1H,499,0.0271,0.59693,0.97083,False,-0.0086,0.2191,-0.0338,-0.00029,B = Promising but insufficient evidence
EURUSD,micro_tick_accel,4H,499,-0.0024,0.96214,0.97266,False,-0.0272,0.054,0.0334,-0.00027,B = Promising but insufficient evidence
NAS100,cross_asset_correlation,1H,499,-0.0711,0.19132,0.93117,False,-0.1334,-0.0003,0.0334,-0.00023,B = Promising but insufficient evidence
GBPUSD,cross_asset_correlation,15M,499,-0.0328,0.52483,0.97083,False,-0.0903,0.0789,0.033,-0.00029,B = Promising but insufficient evidence
EURUSD,micro_spread_expansion,4H,499,0.0037,0.94103,0.97266,False,0.0145,0.0013,-0.0326,-0.00027,B = Promising but insufficient evidence
EURUSD,micro_tick_accel,30M,499,-0.0017,0.97266,0.97266,False,-0.0041,0.046,-0.0326,-0.00029,B = Promising but insufficient evidence
NAS100,session_is_overlap,5M,499,-0.0476,0.36411,0.97083,False,-0.0276,-0.203,0.0295,-0.00028,B = Promising but insufficient evidence
NAS100,session_is_ny_open,4H,499,-0.012,0.81285,0.97083,False,-0.0016,-0.087,0.0293,-0.00018,B = Promising but insufficient evidence
GBPUSD,cross_lead_return,4H,499,0.0702,0.19634,0.93117,False,0.0028,0.3209,0.029,-0.00028,B = Promising but insufficient evidence
EURUSD,micro_tick_intensity,4H,499,0.0211,0.67888,0.97083,False,0.0296,0.043,-0.0286,-0.00028,B = Promising but insufficient evidence
NAS100,micro_price_impact,15M,499,-0.0117,0.81735,0.97083,False,0.0265,-0.0492,0.0281,-0.00027,B = Promising but insufficient evidence
EURUSD,session_is_london_open,1H,499,-0.0076,0.88062,0.97083,False,-0.0037,0.0016,-0.028,-0.00029,B = Promising but insufficient evidence
NAS100,micro_consec_direction,1H,499,0.0022,0.96567,0.97266,False,-0.001,0.0371,-0.028,-0.00024,B = Promising but insufficient evidence
GBPUSD,micro_spread_expansion,1M,499,-0.1393,0.02347,0.61961,False,-0.1669,-0.1736,-0.0277,-0.0003,B = Promising but insufficient evidence
NAS100,micro_price_impact,4H,499,-0.0956,0.09224,0.93117,False,-0.0849,-0.1026,-0.0257,-0.0002,B = Promising but insufficient evidence
EURUSD,micro_tick_intensity,15M,499,0.039,0.45221,0.97083,False,0.0446,0.0766,-0.0255,-0.0003,B = Promising but insufficient evidence
EURUSD,micro_spread_expansion,5M,499,0.0459,0.37999,0.97083,False,0.0625,0.0297,-0.0253,-0.0003,B = Promising but insufficient evidence
NAS100,session_is_london_open,1M,499,0.0181,0.72234,0.97083,False,0.0157,0.0177,0.0251,-0.00029,B = Promising but insufficient evidence
NAS100,session_is_overlap,4H,499,0.0852,0.12632,0.93117,False,0.1273,0.0573,-0.0247,-0.0002,B = Promising but insufficient evidence
XAUUSD,session_is_overlap,30M,499,-0.0826,0.13674,0.93117,False,-0.1247,0.0014,-0.0246,-0.00027,B = Promising but insufficient evidence
EURUSD,micro_price_impact,30M,499,-0.0163,0.74831,0.97083,False,-0.0018,-0.0631,-0.024,-0.00029,B = Promising but insufficient evidence
XAUUSD,session_is_ny_open,30M,499,-0.0488,0.35255,0.97083,False,-0.0982,0.0962,-0.0234,-0.00027,B = Promising but insufficient evidence
GBPUSD,cross_momentum_divergence,4H,499,0.0837,0.13228,0.93117,False,0.0307,0.3164,0.023,-0.00028,B = Promising but insufficient evidence
XAUUSD,session_is_ny_open,1H,499,-0.023,0.6518,0.97083,False,-0.0694,0.1303,-0.0228,-0.00025,B = Promising but insufficient evidence
EURUSD,micro_price_impact,1H,499,-0.0327,0.52516,0.97083,False,-0.0281,-0.0417,-0.0226,-0.00029,B = Promising but insufficient evidence
NAS100,session_is_london_open,5M,499,0.0197,0.69919,0.97083,False,0.0456,-0.0224,-0.0223,-0.00029,B = Promising but insufficient evidence
NAS100,session_is_overlap,30M,499,-0.0426,0.41411,0.97083,False,-0.0912,0.0231,0.0217,-0.00026,B = Promising but insufficient evidence
NAS100,cross_lead_return,5M,499,0.0075,0.88268,0.97083,False,0.0332,-0.0453,-0.0215,-0.00029,B = Promising but insufficient evidence
EURUSD,session_is_london_open,15M,499,-0.0218,0.66892,0.97083,False,-0.0845,0.2594,-0.0208,-0.0003,B = Promising but insufficient evidence
XAUUSD,micro_price_impact,15M,499,-0.0154,0.762,0.97083,False,0.0022,-0.085,-0.0205,-0.00028,B = Promising but insufficient evidence
GBPUSD,micro_consec_direction,4H,499,-0.1114,0.05663,0.93117,False,-0.1387,-0.1137,-0.0201,-0.00028,B = Promising but insufficient evidence
GBPUSD,session_is_ny_open,1H,499,-0.0815,0.141,0.93117,False,-0.0799,-0.1871,0.02,-0.00029,B = Promising but insufficient evidence
GBPUSD,cross_lead_return,1H,499,0.0078,0.878,0.97083,False,-0.0462,0.2235,-0.0198,-0.00029,B = Promising but insufficient evidence
NAS100,cross_lead_return,15M,499,0.0047,0.92612,0.97266,False,-0.0038,0.0391,0.0194,-0.00028,B = Promising but insufficient evidence
XAUUSD,micro_tick_accel,4H,499,0.0628,0.24205,0.93962,False,0.1298,-0.1167,-0.019,-0.00022,B = Promising but insufficient evidence
XAUUSD,session_is_overlap,15M,499,-0.0793,0.15037,0.93117,False,-0.1244,-0.005,0.0181,-0.00028,B = Promising but insufficient evidence
EURUSD,micro_tick_accel,15M,499,-0.0111,0.82685,0.97083,False,0.0009,-0.0844,-0.0164,-0.0003,B = Promising but insufficient evidence
GBPUSD,micro_price_impact,30M,499,0.0085,0.86707,0.97083,False,0.0963,-0.1442,-0.0161,-0.0003,B = Promising but insufficient evidence
EURUSD,session_is_london_open,30M,499,-0.0162,0.74927,0.97083,False,-0.0609,0.1914,-0.0153,-0.0003,B = Promising but insufficient evidence
XAUUSD,cross_asset_correlation,1H,499,0.0236,0.64352,0.97083,False,0.0035,0.0981,0.0147,-0.00027,B = Promising but insufficient evidence
XAUUSD,micro_consec_direction,1H,499,-0.0053,0.91649,0.97266,False,-0.0477,0.1055,0.0139,-0.00027,B = Promising but insufficient evidence
EURUSD,micro_consec_direction,5M,499,-0.0018,0.97133,0.97266,False,0.0163,-0.0205,-0.0136,-0.0003,B = Promising but insufficient evidence
GBPUSD,micro_spread_expansion,4H,499,0.009,0.8592,0.97083,False,0.0112,0.0056,0.0124,-0.00029,B = Promising but insufficient evidence
XAUUSD,cross_asset_correlation,30M,499,0.039,0.4523,0.97083,False,0.0142,0.1594,0.0093,-0.00029,D = No predictive edge
NAS100,micro_consec_direction,15M,499,-0.0523,0.32231,0.97083,False,-0.0658,-0.0704,-0.0091,-0.00029,D = No predictive edge
EURUSD,micro_price_impact,4H,499,-0.0134,0.79239,0.97083,False,-0.0079,-0.008,-0.0089,-0.00029,D = No predictive edge
GBPUSD,micro_price_impact,5M,499,-0.0147,0.77173,0.97083,False,0.0073,-0.0512,0.0084,-0.0003,D = No predictive edge
GBPUSD,session_is_london_open,15M,499,0.043,0.40944,0.97083,False,0.106,-0.1175,-0.0083,-0.0003,D = No predictive edge
NAS100,micro_spread_expansion,1M,499,0.0416,0.42376,0.97083,False,0.0626,0.0534,-0.0078,-0.0003,D = No predictive edge
EURUSD,cross_asset_correlation,1H,499,-0.0034,0.94586,0.97266,False,0.0031,-0.0564,0.0074,-0.0003,D = No predictive edge
NAS100,session_is_ny_open,15M,499,-0.023,0.65199,0.97083,False,0.0144,-0.1837,0.0073,-0.00029,D = No predictive edge
GBPUSD,micro_tick_intensity,5M,499,-0.0928,0.10046,0.93117,False,-0.1595,-0.0245,0.0056,-0.0003,D = No predictive edge
NAS100,cross_momentum_divergence,1M,499,0.0206,0.6863,0.97083,False,0.0015,0.1099,0.0056,-0.0003,D = No predictive edge
XAUUSD,cross_asset_correlation,5M,499,-0.0256,0.61647,0.97083,False,-0.0463,0.0326,0.0052,-0.0003,D = No predictive edge
NAS100,micro_consec_direction,30M,499,-0.0438,0.40175,0.97083,False,-0.0539,-0.1003,0.004,-0.00029,D = No predictive edge
XAUUSD,cross_momentum_divergence,4H,499,0.0517,0.32667,0.97083,False,0.071,-0.0118,0.0034,-0.00029,D = No predictive edge
NAS100,session_is_ny_open,30M,499,0.011,0.82772,0.97083,False,0.0128,0.0299,-0.0033,-0.00029,D = No predictive edge
XAUUSD,session_is_overlap,4H,499,-0.033,0.52231,0.97083,False,-0.0346,-0.0656,-0.0013,-0.00029,D = No predictive edge
GBPUSD,session_is_ny_open,4H,499,-0.0851,0.12687,0.93117,False,-0.081,-0.1762,0.0008,-0.0003,D = No predictive edge
